431000434,4310,434,115.434784,39.977766
414806495,4148,6495,115.438446,39.973215
414857488,4148,57488,115.439792,39.775908
414806494,4148,6494,115.453860,39.963473
414806210,4148,6210,115.596819,39.905970
414857487,4148,57487,115.452012,39.779360
414856264,4148,56264,115.475494,39.964151
414857492,4148,57492,115.477167,39.782454
414855727,4148,55727,115.493729,39.953683
414856265,4148,56265,115.478611,39.960074
414857498,4148,57498,115.482534,39.777205
414857491,4148,57491,115.489200,39.777157
414855729,4148,55729,115.488068,39.956644
431008674,4310,8674,115.488672,40.000835
431008675,4310,8675,115.486282,39.986096
414855728,4148,55728,115.497050,39.947280
431008922,4310,8922,115.496311,40.036762
431008921,4310,8921,115.499647,40.032484
414857768,4148,57768,115.511165,39.928182
414857769,4148,57769,115.506178,39.938422
431055533,4310,55533,115.515955,40.049391
414857497,4148,57497,115.512392,39.776719
451557341,4515,57341,115.518125,39.664198
414857767,4148,57767,115.518037,39.931746
414857495,4148,57495,115.521011,39.781814
414806856,4148,6856,115.533860,39.924060
431059840,4310,59840,115.535937,40.059459
451556085,4515,56085,115.536230,39.661267
414857494,4148,57494,115.539986,39.781592
431055531,4310,55531,115.543462,40.055068
451557357,4515,57357,115.540540,39.741028
451557347,4515,57347,115.544499,39.710843
414858348,4148,58348,115.559124,39.848689
460264641,4602,64641,116.360387,39.944988
414857379,4148,57379,115.545850,39.782558
451556086,4515,56086,115.546940,39.660022
451556084,4515,56084,115.546962,39.659147
414857331,4148,57331,115.557050,39.771220
414857378,4148,57378,115.558009,39.771632
414806854,4148,6854,115.556207,39.924462
430956767,4309,56767,115.521134,39.740219
414800330,4148,330,115.560672,39.883041
414857377,4148,57377,115.559909,39.781647
414808978,4148,8978,115.560458,39.888986
414806820,4148,6820,115.561033,39.864244
414857958,4148,57958,115.558405,39.885442
414857332,4148,57332,115.559955,39.760743
414858347,4148,58347,115.567485,39.845966
414857957,4148,57957,115.568426,39.885867
414808977,4148,8977,115.572249,39.921297
451556077,4515,56077,115.572294,39.641863
414800350,4148,350,115.572424,39.845017
414857485,4148,57485,115.574595,39.790122
414857984,4148,57984,115.560913,39.854150
431006840,4310,6840,115.575035,39.989763
414808679,4148,8679,115.581817,39.932112
414857962,4148,57962,115.579514,39.866006
414857486,4148,57486,115.582757,39.788237
414808790,4148,8790,115.578864,39.839268
414808863,4148,8863,115.574602,39.864533
451556949,4515,56949,115.582209,39.636678
414808678,4148,8678,115.583698,39.932225
414855070,4148,55070,115.589175,39.972673
451508845,4515,8845,115.589861,39.647555
414857484,4148,57484,115.597065,39.774631
414857961,4148,57961,115.594198,39.866534
451508969,4515,8969,115.592158,39.635268
451556948,4515,56948,115.592487,39.634500
451508968,4515,8968,115.594124,39.633790
451532317,4515,32317,115.594261,39.643718
451508967,4515,8967,115.595890,39.642335
451508844,4515,8844,115.596458,39.647153
451532318,4515,32318,115.597065,39.634789
414808677,4148,8677,115.599744,39.939032
451557372,4515,57372,115.602496,39.632475
431008870,4310,8870,115.610735,40.013109
451557371,4515,57371,115.607427,39.637824
414858815,4148,58815,115.609247,39.957650
451557373,4515,57373,115.608493,39.640652
414855308,4148,55308,115.613628,39.766289
414855214,4148,55214,115.613205,39.804872
